Position,Rank,Player,Team,Opponent,Estimated FP,Salary,FP / salary,Role,Role slot,Depth,Kickoff UTC,Projection method
WR,4,Zay Flowers,BAL,DAL,14.58,37,0.394,starter,WR SWR,1,2026-09-27 20:25,Sleeper half-PPR projection (2026 week 3)
WR,5,CeeDee Lamb,DAL,BAL,14.36,34,0.422,starter,WR LWR,1,2026-09-27 20:25,Sleeper half-PPR projection (2026 week 3)
WR,6,Ja'Marr Chase,CIN,PIT,13.89,36,0.386,starter,WR LWR,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,7,Justin Jefferson,MIN,TB,13.81,30,0.46,starter,WR LWR,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
WR,8,Christian Watson,GB,ATL,13.64,28,0.487,starter,WR LWR,1,2026-09-25 00:15,Sleeper half-PPR projection (2026 week 3)
WR,9,DeVonta Smith,PHI,CHI,12.99,26,0.5,starter,WR LWR,1,2026-09-29 00:15,Sleeper half-PPR projection (2026 week 3)
WR,10,Parker Washington,JAC,NE,12.84,31,0.414,starter,WR SWR,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,11,Garrett Wilson,NYJ,DET,12.47,26,0.48,starter,WR LWR,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,12,George Pickens,DAL,BAL,12.37,23,0.538,starter,WR RWR,2,2026-09-27 20:25,Sleeper half-PPR projection (2026 week 3)
WR,13,Jalen Coker,CAR,CLE,11.99,28,0.428,starter,WR SWR,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,14,Davante Adams,LA,DEN,11.8,21,0.562,starter,WR LWR,1,2026-09-28 00:20,Sleeper half-PPR projection (2026 week 3)
WR,15,Tetairoa McMillan,CAR,CLE,11.74,25,0.47,starter,WR LWR,2,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,16,Ladd McConkey,LAC,BUF,11.61,22,0.528,starter,WR SWR,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,17,Tee Higgins,CIN,PIT,11.51,29,0.397,starter,WR RWR,2,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,18,Drake London,ATL,GB,11.16,25,0.446,starter,WR LWR,1,2026-09-25 00:15,Sleeper half-PPR projection (2026 week 3)
WR,19,Jaylen Waddle,DEN,LA,10.84,23,0.471,starter,WR RWR,1,2026-09-28 00:20,Sleeper half-PPR projection (2026 week 3)
WR,20,Jameson Williams,DET,NYJ,10.7,19,0.563,starter,WR RWR,2,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,21,Mike Evans,SF,ARI,10.68,25,0.427,starter,WR LWR,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
WR,22,DJ Moore,BUF,LAC,10.26,24,0.428,starter,WR LWR,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,23,Rashee Rice,KC,MIA,10.04,31,0.324,starter,WR SWR,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
WR,24,Michael Wilson,ARI,SF,9.86,20,0.493,starter,WR RWR,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
WR,25,Malik Nabers,NYG,TEN,9.84,27,0.364,starter,WR LWR,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,1,Trey McBride,ARI,SF,13.17,29,0.454,starter,TE TE,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
TE,2,Dalton Kincaid,BUF,LAC,10.75,27,0.398,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,3,Brock Bowers,LV,NO,10.55,20,0.528,starter,TE TE,1,2026-09-27 20:25,Sleeper half-PPR projection (2026 week 3)
TE,4,George Kittle,SF,ARI,10.07,19,0.53,starter,TE TE,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
TE,5,Sam LaPorta,DET,NYJ,9.63,21,0.459,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,6,Tucker Kraft,GB,ATL,9.56,15,0.637,starter,TE TE,1,2026-09-25 00:15,Sleeper half-PPR projection (2026 week 3)
TE,7,Mark Andrews,BAL,DAL,9.54,16,0.596,starter,TE TE,1,2026-09-27 20:25,Sleeper half-PPR projection (2026 week 3)
TE,8,Travis Kelce,KC,MIA,9.34,25,0.374,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,9,Dalton Schultz,HOU,IND,9.25,17,0.544,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,10,Juwan Johnson,NO,LV,8.27,18,0.459,starter,TE TE,1,2026-09-27 20:25,Sleeper half-PPR projection (2026 week 3)
TE,11,Hunter Henry,NE,JAC,8.26,15,0.551,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,12,Tyler Warren,IND,HOU,8.14,21,0.388,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,13,Kyle Pitts Sr.,ATL,GB,7.71,12,0.642,starter,TE TE,1,2026-09-25 00:15,Sleeper half-PPR projection (2026 week 3)
TE,14,Harold Fannin Jr.,CLE,CAR,7.39,17,0.435,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,15,Brenton Strange,JAC,NE,7.34,15,0.489,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,16,Oronde Gadsden,LAC,BUF,7.34,11,0.667,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,17,Jake Ferguson,DAL,BAL,7.33,16,0.458,starter,TE TE,1,2026-09-27 20:25,Sleeper half-PPR projection (2026 week 3)
TE,18,Colston Loveland,CHI,PHI,7.17,13,0.552,starter,TE TE,1,2026-09-29 00:15,Sleeper half-PPR projection (2026 week 3)
TE,19,Pat Freiermuth,PIT,CIN,7.06,13,0.543,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,20,AJ Barner,SEA,WAS,6.96,14,0.497,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,21,T.J. Hockenson,MIN,TB,6.95,13,0.535,starter,TE TE,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
TE,22,Isaiah Likely,NYG,TEN,6.86,22,0.312,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,23,Darren Waller,CAR,CLE,6.37,14,0.455,starter,TE TE,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
TE,24,Terrance Ferguson,LA,DEN,6.36,10,0.636,starter,TE TE,1,2026-09-28 00:20,Sleeper half-PPR projection (2026 week 3)
TE,25,Cade Otton,TB,MIN,5.64,13,0.434,starter,TE TE,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
DEF,1,Seattle Seahawks,SEA,WAS,9.26,19,0.487,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,2,Kansas City Chiefs,KC,MIA,9.26,15,0.617,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,3,Philadelphia Eagles,PHI,CHI,9.12,13,0.702,starter,,1,2026-09-29 00:15,Sleeper half-PPR projection (2026 week 3)
DEF,4,Green Bay Packers,GB,ATL,8.84,12,0.737,starter,,1,2026-09-25 00:15,Sleeper half-PPR projection (2026 week 3)
DEF,5,New York Giants,NYG,TEN,8.59,12,0.716,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,6,Minnesota Vikings,MIN,TB,8.56,19,0.451,starter,,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
DEF,7,Carolina Panthers,CAR,CLE,8.42,16,0.526,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,8,San Francisco 49ers,SF,ARI,8.39,17,0.494,starter,,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
DEF,9,Detroit Lions,DET,NYJ,8.37,12,0.697,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,10,New Orleans Saints,NO,LV,8.34,13,0.642,starter,,1,2026-09-27 20:25,Sleeper half-PPR projection (2026 week 3)
DEF,11,Houston Texans,HOU,IND,7.92,13,0.609,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,12,Cincinnati Bengals,CIN,PIT,7.85,20,0.392,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,13,Los Angeles Rams,LA,DEN,7.58,11,0.689,starter,,1,2026-09-28 00:20,Sleeper half-PPR projection (2026 week 3)
DEF,14,Tennessee Titans,TEN,NYG,7.23,11,0.657,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,15,Buffalo Bills,BUF,LAC,7.0,13,0.538,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,16,Tampa Bay Buccaneers,TB,MIN,6.76,14,0.483,starter,,1,2026-09-27 20:05,Sleeper half-PPR projection (2026 week 3)
DEF,17,Indianapolis Colts,IND,HOU,6.71,10,0.671,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,18,Jacksonville Jaguars,JAC,NE,6.66,15,0.444,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,19,Baltimore Ravens,BAL,DAL,6.58,13,0.506,starter,,1,2026-09-27 20:25,Sleeper half-PPR projection (2026 week 3)
DEF,20,New England Patriots,NE,JAC,6.56,18,0.364,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,21,Cleveland Browns,CLE,CAR,6.43,10,0.643,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,22,Denver Broncos,DEN,LA,6.36,17,0.374,starter,,1,2026-09-28 00:20,Sleeper half-PPR projection (2026 week 3)
DEF,23,Pittsburgh Steelers,PIT,CIN,6.34,18,0.352,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
DEF,24,Chicago Bears,CHI,PHI,5.9,15,0.393,starter,,1,2026-09-29 00:15,Sleeper half-PPR projection (2026 week 3)
DEF,25,Washington Commanders,WAS,SEA,5.63,10,0.563,starter,,1,2026-09-27 17:00,Sleeper half-PPR projection (2026 week 3)
